estado_civil;modo_solicitud;orden_solicitud;curso;asistencia_diurna_vespertina;cualificacion_previa;nota_cualificacion_previa;nacionalidad;cualificacion_madre;cualificacion_padre;ocupacion_madre;ocupacion_padre;nota_admision;desplazado;necesidades_educativas_especiales;deudor;matricula_al_dia;genero;becado;edad_al_matricularse;internacional;asignaturas_1sem_convalidadas;asignaturas_1sem_matriculadas;asignaturas_1sem_evaluadas;asignaturas_1sem_aprobadas;nota_media_1sem;asignaturas_1sem_sin_evaluacion;asignaturas_2sem_convalidadas;asignaturas_2sem_matriculadas;asignaturas_2sem_evaluadas;asignaturas_2sem_aprobadas;nota_media_2sem;asignaturas_2sem_sin_evaluacion;tasa_desempleo;tasa_inflacion;pib;objetivo
soltero/a;mayor_de_23_anos;1;enfermeria;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;100.0;no;no;no;si;hombre;no;34;no;0;7;15;6;11.333333333333334;0;0;7;16;4;12.6;0;16.2;0.3;-0.92;matriculado
soltero/a;titular_de_otro_curso_superior;1;gestion_nocturno;vespertina;educacion_superior_grado_1er_ciclo;150.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;agricultoras_y_trabajadoras_cualificadas_de_agricultura_pesca_y_silvicultura;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;150.0;si;no;no;si;hombre;no;44;no;3;7;9;7;13.5;0;0;5;6;5;16.2;0;8.9;1.4;3.51;abandono
casado/a;mayor_de_23_anos;1;turismo;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;156.5;no;no;no;si;hombre;no;53;no;7;11;12;2;15.0;7;4;9;10;3;10.0;4;16.2;0.3;-0.92;graduado
soltero/a;mayor_de_23_anos;1;ingenieria_informatica;diurna;educacion_basica_3er_ciclo_o_equivalente;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;personal_administrativo;98.6;no;no;si;no;hombre;no;28;no;0;5;10;0;0.0;0;0;5;7;0;0.0;0;12.4;0.5;1.79;abandono
soltero/a;titular_de_otro_curso_superior;1;gestion_nocturno;vespertina;educacion_superior_grado;130.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;130.0;no;no;no;si;hombre;no;31;no;9;9;9;9;14.22222222222222;0;5;5;5;5;12.8;0;12.7;3.7;-1.7;abandono
soltero/a;1a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;130.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_no_cualificados;118.1;no;no;si;no;hombre;no;18;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;matriculado
soltero/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;100.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_superior_grado;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;120.0;no;no;si;no;hombre;no;44;no;2;7;14;4;12.0;2;0;6;16;0;0.0;1;15.5;2.8;-4.06;abandono
soltero/a;1a_fase_contingente_general;1;enfermeria_veterinaria;diurna;educacion_secundaria;142.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;127.7;si;no;no;si;hombre;no;19;no;0;5;9;5;12.6;1;0;5;8;4;12.0;0;12.7;3.7;-1.7;graduado
soltero/a;estudiante_internacional_licenciatura;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;130.0;santotomense;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;trabajadores_no_cualificados;130.0;no;no;no;si;hombre;no;21;si;6;12;12;12;15.083333333333334;0;4;11;15;11;13.083333333333334;0;8.9;1.4;3.51;matriculado
soltero/a;3a_fase_contingente_general;1;ingenieria_informatica;diurna;educacion_secundaria;148.0;portuguesa;educacion_superior_grado;educacion_basica_3er_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;trabajadores_de_servicios_personales_seguridad_y_vendedores;147.7;no;no;no;si;hombre;si;18;no;0;5;5;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;abandono
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;170.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;170.0;si;no;no;si;hombre;no;20;no;0;6;8;6;14.5;0;0;6;10;6;15.3;0;16.2;0.3;-0.92;graduado
soltero/a;mayor_de_23_anos;1;diseno_de_comunicacion;diurna;educacion_secundaria;110.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;trabajadores_cualificados_de_industria_construccion_y_artesania;110.2;no;no;no;si;hombre;no;55;no;0;6;6;6;14.5;0;0;6;6;6;13.5;0;11.1;0.6;2.02;graduado
soltero/a;1a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;166.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;personal_administrativo;operadores_de_instalaciones_y_maquinaria_y_montadores;146.4;no;no;no;si;hombre;no;27;no;0;5;12;3;10.0;0;0;5;12;1;13.0;0;7.6;2.6;0.32;matriculado
soltero/a;2a_fase_contingente_general;2;ingenieria_informatica;diurna;educacion_secundaria;135.0;portuguesa;otro_11o_ano;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;121.0;no;no;no;si;hombre;no;19;no;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.4;0.5;1.79;abandono
soltero/a;1a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;133.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;129.9;no;no;no;si;hombre;no;18;no;0;5;5;5;11.6;0;0;5;5;5;13.2;0;12.4;0.5;1.79;graduado
casado/a;mayor_de_23_anos;1;periodismo_y_comunicacion;diurna;educacion_secundaria;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_cualificadas_de_industria_construccion_y_artesania;personal_administrativo;132.0;no;no;no;si;hombre;no;43;no;0;6;10;4;11.75;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;abandono
soltero/a;3a_fase_contingente_general;3;turismo;diurna;educacion_secundaria;121.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;125.9;si;no;no;si;hombre;no;18;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;1a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;159.0;portuguesa;educacion_superior_grado;educacion_superior_grado;especialistas_en_actividades_intelectuales_y_cientificas;especialistas_en_actividades_intelectuales_y_cientificas;165.7;si;no;no;si;hombre;no;18;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;abandono
soltero/a;2a_fase_contingente_general;5;turismo;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;122.7;si;no;si;si;hombre;si;20;no;0;6;7;0;0.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;abandono
casado/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;educacion_secundaria;121.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;141.4;no;no;si;no;hombre;no;29;no;0;5;7;4;11.25;0;0;5;8;4;11.8;0;10.8;1.4;1.74;abandono
soltero/a;mayor_de_23_anos;1;equicultura;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;156.4;si;no;si;si;hombre;no;44;no;0;6;9;5;11.571428571428571;0;0;6;11;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;1a_fase_contingente_general;1;ingenieria_informatica;diurna;educacion_secundaria;146.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;148.5;si;no;no;si;hombre;no;18;no;0;5;7;4;10.0;0;0;5;8;1;16.0;0;10.8;1.4;1.74;matriculado
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;agronomia;diurna;curso_de_especializacion_tecnologica;140.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;140.0;no;no;no;si;hombre;si;20;no;0;6;11;5;13.833333333333334;0;0;6;13;6;12.3;0;15.5;2.8;-4.06;matriculado
soltero/a;cambio_de_curso;1;diseno_de_comunicacion;diurna;educacion_secundaria;125.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;operadoras_de_instalaciones_y_maquinaria_y_montadoras;trabajadores_cualificados_de_industria_construccion_y_artesania;131.7;si;no;no;si;hombre;no;20;no;3;6;6;4;12.75;0;3;9;12;3;12.666666666666666;0;12.4;0.5;1.79;abandono
casado/a;mayor_de_23_anos;2;gestion;diurna;educacion_secundaria;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;104.7;si;no;no;si;hombre;no;36;no;0;4;4;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;abandono
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;equicultura;diurna;curso_de_especializacion_tecnologica;150.0;portuguesa;educacion_superior_doctorado;educacion_secundaria_12o_ano_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;trabajadores_de_servicios_personales_seguridad_y_vendedores;150.0;si;no;no;si;hombre;no;19;no;1;6;13;5;11.6;0;1;6;12;2;11.0;0;13.9;-0.3;0.79;matriculado
casado/a;mayor_de_23_anos;1;enfermeria_veterinaria;diurna;educacion_basica_3er_ciclo_o_equivalente;110.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;otra_situacion;otra_situacion;110.0;no;no;no;no;hombre;no;29;no;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;abandono
soltero/a;1a_fase_contingente_general;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;120.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;129.1;si;no;no;si;hombre;no;18;no;0;6;6;4;11.25;0;0;6;10;3;10.333333333333334;0;10.8;1.4;1.74;abandono
soltero/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;133.1;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;120.0;no;no;no;no;hombre;no;24;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;abandono
soltero/a;1a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;133.1;portuguesa;educacion_superior_grado;educacion_basica_3er_ciclo_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;trabajadores_de_servicios_personales_seguridad_y_vendedores;127.0;no;no;no;si;hombre;no;20;no;0;6;6;6;14.333333333333334;0;0;6;7;6;15.0;0;15.5;2.8;-4.06;graduado
casado/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;151.5;no;no;si;no;hombre;no;45;no;0;6;7;0;0.0;0;0;5;5;0;0.0;0;16.2;0.3;-0.92;abandono
soltero/a;cambio_de_curso;2;enfermeria;diurna;educacion_secundaria;130.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;personal_administrativo;personal_administrativo;126.8;si;no;no;si;hombre;si;28;no;18;23;23;20;13.5;3;18;23;23;20;13.5;3;7.6;2.6;0.32;graduado
soltero/a;1a_fase_contingente_general;1;turismo;diurna;educacion_secundaria;160.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;140.8;si;no;no;si;hombre;no;23;no;0;6;8;6;12.666666666666666;0;0;6;10;5;12.2;0;7.6;2.6;0.32;matriculado
soltero/a;1a_fase_contingente_general;1;enfermeria;diurna;educacion_secundaria;128.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;trabajadores_cualificados_de_industria_construccion_y_artesania;125.6;si;no;no;si;hombre;no;18;no;0;7;7;7;12.444285714285714;0;0;8;11;7;11.347142857142858;0;12.4;0.5;1.79;graduado
soltero/a;1a_fase_contingente_general;2;gestion;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;personal_administrativo;127.8;si;no;no;si;hombre;no;23;no;0;5;7;3;10.666666666666666;1;0;5;7;3;11.333333333333334;0;9.4;-0.8;-3.12;abandono
soltero/a;cambio_de_curso;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;120.0;portuguesa;educacion_superior_grado;educacion_superior_grado;especialistas_en_actividades_intelectuales_y_cientificas;especialistas_en_actividades_intelectuales_y_cientificas;120.0;si;no;no;si;hombre;no;22;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;matriculado
soltero/a;1a_fase_contingente_general;1;diseno_de_comunicacion;diurna;educacion_secundaria;140.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;131.3;no;no;no;si;hombre;si;22;no;1;6;6;6;12.666666666666666;0;1;6;6;5;12.4;0;12.4;0.5;1.79;graduado
soltero/a;mayor_de_23_anos;1;gestion_nocturno;vespertina;otro_11o_ano;120.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;155.7;no;no;no;si;hombre;no;33;no;0;5;5;5;13.2;0;0;5;6;5;14.833333333333334;0;10.8;1.4;1.74;graduado
soltero/a;titular_de_diploma_de_ciclo_corto;1;agronomia;diurna;curso_tecnico_superior_profesional;130.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;128.5;no;no;no;si;hombre;no;21;no;7;12;20;10;12.7;0;5;12;14;11;12.181818181818182;0;8.9;1.4;3.51;graduado
casado/a;mayor_de_23_anos;1;gestion;diurna;educacion_secundaria;100.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;170.0;no;no;no;si;hombre;no;45;no;0;5;6;5;14.833333333333334;0;0;5;5;5;14.8;0;15.5;2.8;-4.06;graduado
casado/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;100.0;no;no;no;no;hombre;no;44;no;4;10;10;4;11.5;0;1;7;8;1;12.0;0;15.5;2.8;-4.06;abandono
divorciado/a;mayor_de_23_anos;1;gestion_de_publicidad_y_marketing;diurna;educacion_secundaria;110.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;otra_situacion;en_blanco;107.2;no;no;no;si;hombre;no;42;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;abandono
soltero/a;3a_fase_contingente_general;1;gestion;diurna;educacion_secundaria;147.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;139.3;si;no;no;si;hombre;no;20;no;0;5;0;0;0.0;0;0;5;0;0;0.0;0;12.4;0.5;1.79;abandono
soltero/a;2a_fase_contingente_general;6;gestion;diurna;educacion_secundaria;133.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;123.2;si;no;no;si;hombre;no;20;no;0;5;7;3;12.666666666666666;1;0;5;12;2;12.5;0;9.4;-0.8;-3.12;matriculado
soltero/a;1a_fase_contingente_general;2;turismo;diurna;educacion_secundaria;137.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;operadores_de_instalaciones_y_maquinaria_y_montadores;122.3;si;no;no;si;hombre;si;20;no;0;6;7;6;14.714285714285714;0;0;6;6;6;12.5;0;8.9;1.4;3.51;graduado
soltero/a;2a_fase_contingente_general;2;periodismo_y_comunicacion;diurna;educacion_secundaria;124.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;personal_administrativo;127.9;si;no;no;si;hombre;no;20;no;0;6;11;3;13.666666666666666;0;0;6;13;4;10.25;0;9.4;-0.8;-3.12;matriculado
soltero/a;1a_fase_contingente_general;2;gestion;diurna;educacion_secundaria;128.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;agricultores_y_trabajadores_cualificados_de_agricultura_pesca_y_silvicultura;120.3;no;no;no;si;hombre;no;19;no;0;5;9;5;10.8;0;0;5;13;2;13.5;0;8.9;1.4;3.51;matriculado
soltero/a;cambio_de_institucion_curso;1;servicio_social_nocturno;vespertina;educacion_secundaria;120.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;personal_administrativo;personal_administrativo;128.5;no;no;si;no;hombre;no;26;no;2;8;13;4;10.5;0;5;10;16;7;10.428571428571429;0;12.4;0.5;1.79;abandono
casado/a;mayor_de_23_anos;1;agronomia;diurna;educacion_secundaria;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;operadoras_de_instalaciones_y_maquinaria_y_montadoras;trabajadores_cualificados_de_industria_construccion_y_artesania;150.0;no;no;no;si;hombre;no;31;no;0;6;10;6;15.0;0;0;6;11;5;12.5;0;13.9;-0.3;0.79;graduado
soltero/a;1a_fase_contingente_general;1;periodismo_y_comunicacion;diurna;educacion_secundaria;142.0;portuguesa;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;136.1;no;no;si;si;hombre;si;19;no;0;6;6;6;12.666666666666666;0;0;6;6;6;14.0;0;16.2;0.3;-0.92;graduado
soltero/a;mayor_de_23_anos;1;periodismo_y_comunicacion;diurna;educacion_basica_3er_ciclo_o_equivalente;100.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;estudiante;estudiante;128.0;si;no;no;si;hombre;no;28;no;0;6;7;6;13.166666666666666;0;0;6;6;6;13.666666666666666;0;7.6;2.6;0.32;graduado
soltero/a;1a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;149.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;158.1;si;no;no;si;hombre;si;20;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;graduado
casado/a;1a_fase_contingente_general;2;servicio_social_nocturno;vespertina;educacion_secundaria;110.0;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_no_cualificadas;profesiones_de_las_fuerzas_armadas;108.7;si;no;no;si;mujer;no;43;no;0;6;6;6;13.0;0;0;6;6;6;12.5;0;9.4;-0.8;-3.12;graduado
soltero/a;mayor_de_23_anos;1;animacion_y_diseno_multimedia;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;mexicana;educacion_secundaria_12o_ano_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;especialistas_en_actividades_intelectuales_y_cientificas;trabajadores_cualificados_de_industria_construccion_y_artesania;110.0;no;no;no;si;hombre;si;25;si;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;abandono
soltero/a;mayor_de_23_anos;1;servicio_social;diurna;educacion_basica_3er_ciclo_o_equivalente;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;120.0;no;si;si;si;mujer;no;40;no;0;6;13;2;10.0;0;0;6;10;1;15.0;0;16.2;0.3;-0.92;abandono
soltero/a;titular_de_diploma_de_especializacion_tecnologica;1;enfermeria_veterinaria;diurna;curso_de_especializacion_tecnologica;150.0;espanola;educacion_superior_doctorado;educacion_superior_master;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;150.0;no;no;no;si;mujer;no;20;si;2;6;7;6;13.333333333333334;0;1;6;16;5;13.375;0;12.4;0.5;1.79;graduado
casado/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;otro_11o_ano;133.1;portuguesa;educacion_basica_1er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;representantes_del_poder_legislativo_y_ejecutivo_directores_y_gerentes_ejecutivos;113.0;no;no;no;si;mujer;no;46;no;0;6;13;3;12.333333333333334;0;0;6;6;6;13.333333333333334;0;11.1;0.6;2.02;graduado
soltero/a;cambio_de_institucion_curso;1;tecnologias_de_produccion_de_biocombustibles;diurna;educacion_secundaria;121.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_cualificados_de_industria_construccion_y_artesania;118.6;no;no;no;si;mujer;no;26;no;14;21;23;20;13.181818181818182;0;10;14;18;14;11.642857142857142;0;8.9;1.4;3.51;graduado
casado/a;mayor_de_23_anos;1;enfermeria;diurna;educacion_secundaria;133.1;portuguesa;educacion_superior_grado;educacion_secundaria_12o_ano_o_equivalente;trabajadoras_de_servicios_personales_seguridad_y_vendedoras;trabajadores_de_servicios_personales_seguridad_y_vendedores;148.8;no;no;no;si;mujer;si;34;no;0;7;7;6;12.513333333333334;0;0;8;9;7;13.071428571428571;0;12.4;0.5;1.79;graduado
soltero/a;3a_fase_contingente_general;3;educacion_basica;diurna;educacion_secundaria;122.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_de_servicios_personales_seguridad_y_vendedores;120.3;si;no;no;si;mujer;no;19;no;0;6;0;0;0.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;abandono
soltero/a;1a_fase_contingente_general;6;enfermeria;diurna;educacion_secundaria;143.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_no_cualificados;127.0;si;no;no;si;mujer;si;18;no;0;8;8;7;13.585714285714284;0;0;8;8;7;13.585714285714284;0;12.7;3.7;-1.7;graduado
soltero/a;1a_fase_contingente_general;1;higiene_oral;diurna;educacion_secundaria;123.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_3er_ciclo_o_equivalente;personal_administrativo;trabajadores_no_cualificados;113.8;si;no;no;si;mujer;no;18;no;0;7;9;7;11.155555555555557;0;0;8;10;8;11.425;0;12.7;3.7;-1.7;graduado
soltero/a;mayor_de_23_anos;1;servicio_social_nocturno;vespertina;educacion_secundaria;120.0;portuguesa;educacion_basica_2o_ciclo_o_equivalente;educacion_basica_1er_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;108.0;no;no;no;si;hombre;si;37;no;1;7;9;6;11.857142857142858;0;1;6;7;5;12.0;0;13.9;-0.3;0.79;graduado
soltero/a;2a_fase_contingente_general;1;animacion_y_diseno_multimedia;diurna;educacion_secundaria;114.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;129.1;no;no;no;si;hombre;si;23;no;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;graduado
soltero/a;cambio_de_curso;1;diseno_de_comunicacion;diurna;educacion_secundaria;114.0;portuguesa;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;trabajadoras_no_cualificadas;trabajadores_cualificados_de_industria_construccion_y_artesania;135.9;no;no;no;si;hombre;no;26;no;9;14;14;14;14.0;0;7;13;13;13;13.615384615384617;0;15.5;2.8;-4.06;graduado
soltero/a;ordenanza_854_b_99;2;periodismo_y_comunicacion;diurna;educacion_secundaria;154.4;caboverdiana;educacion_basica_3er_ciclo_o_equivalente;educacion_basica_2o_ciclo_o_equivalente;tecnicos_y_profesiones_de_nivel_intermedio;trabajadores_de_servicios_personales_seguridad_y_vendedores;154.4;si;no;no;no;mujer;no;18;si;0;6;8;5;12.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;abandono
